0.323953,-0.061870,0.269000,0.474605,-0.001904,0.880190,0.003531,-0.006702,-0.835471,0.000000
0.314070,-0.061791,0.275500,-0.558461,-0.003483,-0.829507,0.005173,0.011555,-0.926459,0.000000
0.299327,-0.062177,0.279000,-0.576133,-0.023014,-0.816381,0.032611,0.075154,-0.939187,0.000000
0.287443,-0.063921,0.285000,-0.532333,-0.015209,-0.846053,0.024172,0.051470,-0.900029,0.000000
0.274371,-0.063604,0.291000,-0.042554,-0.350909,-0.112615,0.928639,0.158070,0.642151,0.000000
1.598960,-0.386761,1.817000,0.771995,-0.044625,0.633003,0.036590,-0.112990,-0.974085,0.000000
0.229629,-0.058414,0.282000,0.924464,-0.108161,0.363128,0.042485,-0.157104,-0.662207,0.000000
0.211125,-0.057506,0.281500,0.652348,-0.009951,0.757766,0.011559,-0.030162,-0.988424,0.000000
0.196390,-0.057400,0.287000,-0.042945,-0.272788,-0.149469,0.949422,0.163093,0.505144,0.000000
1.121890,-0.351560,1.809500,-0.043391,-0.249705,-0.165615,0.953067,0.165419,0.461599,0.000000
0.998269,-0.344763,1.801000,0.945981,-0.140543,0.289006,0.042937,-0.162471,-0.534719,0.000000
0.142100,-0.053857,0.290000,0.950042,-0.155914,0.266822,0.043789,-0.166406,-0.493330,0.000000
0.121714,-0.049091,0.284000,0.674784,-0.054233,0.733654,0.058964,-0.159152,-0.983721,0.000000
0.106736,-0.048136,0.293000,-0.039312,-0.148067,-0.253581,0.955106,0.150188,0.262902,0.000000
0.538800,-0.287360,1.796000,-0.039057,-0.120454,-0.305956,0.943587,0.147414,0.203417,0.000000
0.416507,-0.272623,1.767000,0.769151,-0.039516,0.637004,0.032727,-0.100688,-0.977318,0.000000
0.297500,-0.262500,1.750000,0.740259,-0.033396,0.670809,0.030263,-0.089610,-0.991124,0.000000
0.184366,-0.251634,1.744000,0.938972,-0.321868,0.114821,0.039359,-0.147829,-0.190290,0.000000
0.012221,-0.040879,0.295000,0.783655,-0.043134,0.618760,0.034058,-0.106760,-0.966851,0.000000
-0.038640,-0.227010,1.690500,-0.078498,-0.034621,-0.911591,0.402047,0.126239,-0.115278,0.000000
-0.145611,-0.213720,1.644000,0.811479,-0.045113,0.581740,0.032341,-0.104977,-0.941221,0.000000
-0.249711,-0.203469,1.618500,0.820175,-0.043131,0.569697,0.029959,-0.098286,-0.931919,0.000000
-0.343157,-0.192886,1.570000,0.810450,-0.040425,0.583686,0.029114,-0.094383,-0.943743,0.000000
-0.441780,-0.184260,1.554000,0.780432,-0.047284,0.622309,0.037703,-0.117700,-0.967774,0.000000
-0.530087,-0.170151,1.527000,0.791657,-0.050341,0.607661,0.038641,-0.122360,-0.958228,0.000000
-0.621556,-0.161304,1.505500,0.751558,-0.129552,0.637420,0.109877,-0.330316,-0.929646,0.000000
-0.689540,-0.113496,1.499000,0.675381,-0.536348,0.396369,0.314773,-0.850368,-0.197745,0.000000
-0.654810,-0.018302,1.423500,0.499044,-0.685435,0.312084,0.428646,-0.855653,0.276130,0.000000
-0.630243,0.070250,1.405000,0.301430,-0.895701,0.104264,0.309821,-0.373557,0.492157,0.000000
-0.481740,0.113061,1.147000,0.089297,-0.950275,0.027912,0.297027,-0.106095,0.559530,0.000000
-0.460749,0.102389,1.156000,-0.331481,-0.446323,-0.495603,0.667304,0.884795,0.267099,0.000000
-0.461804,0.047020,1.175500,-0.132023,-0.971876,-0.026249,0.193231,0.102044,0.368662,0.000000
-0.107626,0.004646,0.271000,-0.290274,-0.100119,-0.899680,0.310311,0.360301,-0.460171,0.000000
-0.577210,-0.043340,1.379000,-0.469090,-0.529108,-0.469090,0.529108,0.992796,0.119820,0.000000
-0.104916,-0.017809,0.271000,0.036589,-0.978362,0.007610,0.203499,-0.029783,0.397634,0.000000
-0.096786,-0.007356,0.271000,0.246896,-0.662603,0.246896,0.662603,-0.654377,0.756169,0.000000
-0.084784,-0.000387,0.271000,-0.014321,-0.388146,-0.033977,0.920860,0.052752,0.713884,0.000000
-0.079406,-0.008640,0.288000,0.011381,-0.353212,0.030126,0.934989,-0.042564,0.659814,0.000000
-0.072471,0.000407,0.285000,-0.028393,-0.800037,-0.021255,0.598902,0.068018,0.957080,0.000000
-0.069214,-0.009364,0.285000,-0.184971,-0.649329,-0.202096,0.709447,0.524908,0.846565,0.000000
-0.053300,-0.011480,0.287000,-0.043086,-0.649929,-0.050191,0.757111,0.130483,0.979811,0.000000
-0.036871,-0.013671,0.290000,-0.026253,-0.674340,-0.028708,0.737396,0.077436,0.993003,0.000000
-0.019886,-0.014086,0.290000,0.085443,-0.716150,0.082063,0.687819,-0.235077,0.971139,0.000000
-0.012799,-0.007844,0.289000,-0.052466,-0.722926,-0.049868,0.687123,0.144202,0.988246,0.000000
-0.000413,-0.016927,0.289000,-0.101451,-0.734647,-0.091766,0.664515,0.269663,0.957749,0.000000
0.015934,-0.015934,0.286000,-0.011343,-0.748852,-0.010036,0.662564,0.030062,0.992097,0.000000
0.032164,-0.017914,0.285000,0.053453,-0.729404,0.049845,0.680168,-0.145429,0.986905,0.000000
0.044223,-0.011766,0.284000,0.556920,-0.481162,0.512282,0.442596,-0.985962,-0.144679,0.000000
0.030429,-0.006086,0.284000,0.674964,-0.148234,0.705982,0.155046,-0.418603,-0.907059,0.000000
0.024021,-0.002443,0.285000,0.089447,-0.701427,0.089447,0.701427,-0.250962,0.967997,0.000000
0.041383,-0.003246,0.284000,-0.020544,-0.726450,-0.019418,0.686637,0.056424,0.996818,0.000000
0.059430,-0.004447,0.283000,-0.028184,-0.725868,-0.026664,0.686739,0.077419,0.995461,0.000000
0.077349,-0.006043,0.282000,-0.027883,-0.725804,-0.026386,0.686829,0.076604,0.995536,0.000000
0.095540,-0.007226,0.281000,-0.024129,-0.735862,-0.022177,0.676338,0.065278,0.994313,0.000000
0.112796,-0.008370,0.279000,-0.028217,-0.726284,-0.026663,0.686298,0.077460,0.995389,0.000000
0.130731,-0.009964,0.279000,-0.094597,-0.700751,-0.094597,0.700751,0.265156,0.964205,0.000000
0.144681,-0.017139,0.279000,-0.080756,-0.714208,-0.078116,0.690856,0.223164,0.974214,0.000000
0.160049,-0.016680,0.278000,0.044242,-0.728570,0.041431,0.682284,-0.120742,0.990518,0.000000
0.174906,-0.013454,0.277000,-0.060443,-0.729351,-0.056282,0.679136,0.164196,0.983854,0.000000
0.187680,-0.021291,0.276000,-0.095745,-0.725239,-0.089237,0.675942,0.258872,0.963352,0.000000
0.202321,-0.020821,0.275000,-0.003737,-0.718643,-0.003616,0.695360,0.010394,0.999404,0.000000
0.218036,-0.021607,0.275000,0.150127,-0.704221,0.144681,0.678677,-0.407550,0.912436,0.000000
0.227029,-0.009786,0.274000,0.415413,-0.599690,0.389472,0.562241,-0.934250,0.350758,0.000000
0.228930,0.007410,0.273000,0.491434,-0.535904,0.463990,0.505976,-0.994617,0.086268,0.000000
0.230034,0.024869,0.272000,0.481404,-0.531641,0.467741,0.516552,-0.994681,0.098897,0.000000
0.232366,0.041966,0.272000,0.491824,-0.535946,0.463959,0.505581,-0.994629,0.085556,0.000000
0.232971,0.059014,0.270000,0.491816,-0.536363,0.463543,0.505529,-0.994509,0.086339,0.000000
0.235286,0.075600,0.270000,0.492013,-0.536819,0.463093,0.505266,-0.994389,0.086777,0.000000
0.235840,0.091886,0.268000,0.509351,-0.533971,0.465808,0.488323,-0.994912,0.046982,0.000000
0.236867,0.109089,0.267000,0.498771,-0.530054,0.469946,0.499421,-0.996387,0.060650,0.000000
0.237880,0.125400,0.266000,0.495900,-0.533259,0.466723,0.501884,-0.995537,0.072373,0.000000
0.239257,0.141964,0.265000,0.478924,-0.534402,0.464809,0.518651,-0.993579,0.109120,0.000000
0.241529,0.158621,0.265000,0.482021,-0.531709,0.467716,0.515930,-0.994755,0.097751,0.000000
0.242503,0.174994,0.264000,0.485069,-0.528972,0.470632,0.513228,-0.995803,0.086389,0.000000
0.244389,0.191589,0.264000,0.422482,-0.567018,0.422482,0.567018,-0.958219,0.286036,0.000000
0.250046,0.200263,0.264000,0.215530,-0.567748,0.281970,0.742766,-0.640353,0.721863,0.000000
0.263644,0.208670,0.271000,0.081101,-0.623963,0.100181,0.770751,-0.250036,0.945590,0.000000
0.281840,0.208670,0.271000,0.000000,-0.707107,0.000000,0.707107,-0.000000,1.000000,0.000000
0.300036,0.208670,0.271000,0.000000,-0.707107,0.000000,0.707107,-0.000000,1.000000,0.000000
0.318231,0.208670,0.271000,0.000000,-0.707107,0.000000,0.707107,-0.000000,1.000000,0.000000
0.336040,0.208670,0.271000,0.000000,-0.707107,0.000000,0.707107,-0.000000,1.000000,0.000000
0.354236,0.208670,0.271000,-0.206614,-0.813196,-0.133981,0.527325,0.435812,0.802273,0.000000
0.355706,0.197987,0.261000,-0.593450,-0.582936,-0.395921,0.388907,0.923188,-0.016502,0.000000
0.353720,0.179820,0.259000,-0.544064,-0.495530,-0.500578,0.455924,0.992206,-0.092846,0.000000
0.352354,0.162171,0.258000,-0.548438,-0.464271,-0.530807,0.449346,0.985754,-0.164993,0.000000
0.348669,0.149640,0.258000,-0.641390,-0.189532,-0.712959,0.210680,0.540513,-0.834708,0.000000
0.336514,0.151914,0.260000,0.680291,-0.045271,0.729928,0.048574,-0.132179,-0.988729,0.000000
0.320543,0.153400,0.260000,0.694547,-0.043245,0.716758,0.044628,-0.123985,-0.991785,0.000000
0.304997,0.155854,0.261000,0.682268,-0.050034,0.727435,0.053346,-0.145585,-0.987273,0.000000
0.289697,0.157949,0.262000,0.706209,-0.035616,0.706209,0.035616,-0.100610,-0.994926,0.000000
0.271813,0.159210,0.261000,0.706229,-0.035224,0.706229,0.035224,-0.099504,-0.995037,0.000000
